,parameters,train_MSE,test_MSE
36,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 4}",0.00356895849108696,0.0077674416825175285
37,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 8}",0.004720119293779135,0.00841948576271534
38,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 16}",0.004901432897895575,0.00845775194466114
39,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 32}",0.004335295874625444,0.007851019501686096
40,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 2}",0.003424386726692319,0.007539458107203245
41,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 4}",0.004347938112914562,0.00799678172916174
42,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 8}",0.004562613554298878,0.007891477085649967
43,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 16}",0.003843496320769191,0.007989183068275452
44,"{'desc_words': 5000, 'trainable': True, 'desc_len': 135, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 32}",0.0038598862010985613,0.0079156793653965
45,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 2}",0.004459780640900135,0.007882589474320412
46,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 4}",0.005404388997703791,0.008668391965329647
47,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 8}",0.0043014585971832275,0.007851424627006054
48,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 16}",0.004027632996439934,0.007832524366676807
49,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 32, 'units layer 2': 32}",0.004126839805394411,0.007908159866929054
50,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 2}",0.004617027472704649,0.008230725303292274
51,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 4}",0.0036502815783023834,0.0078087239526212215
52,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 8}",0.00415831059217453,0.00786784291267395
53,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 16}",0.003585243131965399,0.00767252454534173
54,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 64, 'units layer 2': 32}",0.003679226152598858,0.007851321250200272
55,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 2}",0.004771295934915543,0.008094173856079578
56,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 4}",0.004928224254399538,0.008253384381532669
57,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 8}",0.00460575707256794,0.00828922912478447
58,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 16}",0.0035190179478377104,0.007485389709472656
59,"{'desc_words': 5000, 'trainable': True, 'desc_len': 60, 'activation': 'sigmoid', 'units layer 1': 128, 'units layer 2': 32}",0.003523937426507473,0.007699964102357626
